commit_num,num_votes,num_yes_votes,perc_yes_votes
1,122,27,0.22131147540983606
2,439,323,0.7357630979498861
3,684,558,0.8157894736842105
4,869,724,0.8331415420023015
5,1281,1053,0.8220140515222483
6,1316,1068,0.8115501519756839
7,1371,1123,0.8191101385849745
8,1492,1225,0.8210455764075067
9,1526,1259,0.8250327653997379
10,1553,1286,0.8280746941403735
11,1608,1340,0.8333333333333334
12,1704,1366,0.8016431924882629
13,1742,1404,0.8059701492537313
14,1782,1425,0.7996632996632996
15,1800,1443,0.8016666666666666
16,1817,1460,0.8035222894881673
17,1840,1483,0.8059782608695653
18,1970,1498,0.7604060913705584
19,1988,1516,0.7625754527162978
20,2106,1608,0.7635327635327636
21,2281,1658,0.7268741779921087
22,2353,1730,0.7352316192095197
23,2398,1761,0.7343619683069225
24,2490,1785,0.7168674698795181
25,2522,1804,0.7153053132434576
26,3043,1807,0.593821886296418
27,3063,1827,0.5964740450538688
28,3083,1846,0.5987674343172235
29,3301,1864,0.5646773704937897
30,3385,1888,0.5577548005908419
31,3431,1907,0.5558146313028272
32,3466,1921,0.5542412002308136
33,3547,2002,0.5644206371581618
34,3571,2026,0.5673480817698123
35,3602,2056,0.5707940033314826
36,3646,2100,0.575973669775096
37,3678,2132,0.5796628602501359
38,3703,2157,0.5825006751282744
39,3788,2242,0.5918690601900739
40,3807,2261,0.593905962700289
41,3837,2290,0.5968204326296586
42,3891,2342,0.6019018247237214
43,3950,2364,0.5984810126582278
44,3975,2389,0.6010062893081761
45,4137,2550,0.6163886874546773
46,4161,2571,0.6178803172314348
47,4230,2637,0.6234042553191489
48,4251,2658,0.6252646436132675
49,4256,2661,0.6252349624060151
50,4290,2678,0.6242424242424243
51,9037,7406,0.8195197521301317
52,9097,7426,0.8163130702429372
53,9154,7451,0.8139611098973126
54,9202,7475,0.8123234079547924
55,9253,7505,0.811088295687885
56,9334,7553,0.8091922005571031
57,9373,7570,0.8076389629787688
58,9417,7586,0.80556440479983
59,9482,7608,0.8023623708078464
60,9528,7618,0.7995382031905961
61,9559,7618,0.7969452871639293
62,9666,7635,0.7898820608317815
63,9720,7648,0.7868312757201646
64,9788,7674,0.7840212505108296
65,9865,7704,0.7809427268119615
66,9929,7724,0.7779232551112901
67,9974,7740,0.7760176458792861
68,10023,7765,0.7747181482590043
69,10024,7766,0.7747406225059856
70,10027,7766,0.7745088261693428
71,10041,7774,0.7742256747335923
72,10047,7780,0.7743605056235692
73,10050,7783,0.7744278606965174
74,10078,7784,0.7723754713236753
75,10104,7788,0.7707838479809976
76,10127,7788,0.7690332773773082
77,10145,7788,0.7676688023656973
78,10150,7788,0.7672906403940887
79,10175,7788,0.7654054054054054
80,10182,7788,0.7648791985857395
81,10210,7788,0.7627815866797257
82,10234,7788,0.7609927692007036
83,10266,7791,0.7589129164231444
84,10273,7791,0.7583957948019079
85,10282,7791,0.7577319587628866
86,10283,7791,0.7576582709326072
87,10304,7808,0.7577639751552795
88,10330,7808,0.7558567279767667
89,10340,7808,0.7551257253384913
90,10341,7809,0.7551494052799536
91,10345,7813,0.7552440792653455
92,10348,7816,0.7553150367220719
93,10382,7850,0.7561163552302061
94,10384,7850,0.7559707241910631
95,10496,7850,0.7479039634146342
96,10502,7856,0.7480479908588841
97,10528,7882,0.7486702127659575
98,10529,7883,0.7486940830088328
99,10792,7883,0.7304484803558191
100,11138,7883,0.7077572275094272
101,11187,7883,0.7046571913828551
102,11200,7883,0.7038392857142857
103,11260,7943,0.705417406749556
104,11283,7966,0.7060179030399716
105,11361,8043,0.7079482439926063
106,11365,8044,0.7077870655521338
107,11389,8064,0.7080516287645974
108,11463,8064,0.703480764197854
109,11645,8065,0.6925719192786604
110,12033,8065,0.6702401728579739
111,12111,8065,0.6659235405829411
112,12358,8065,0.6526136915358473
113,12575,8065,0.6413518886679921
114,12600,8065,0.640079365079365
115,12651,8065,0.6374990119358154
116,12815,8065,0.62934061646508
117,12995,8065,0.6206233166602539
118,13173,8066,0.6123130646018371
119,13358,8066,0.6038329091181315
120,13542,8072,0.596071481317383
121,13706,8072,0.5889391507369035
122,13875,8072,0.5817657657657658
123,14073,8072,0.5735806153627514
124,14248,8072,0.566535654126895
125,14416,8072,0.5599334073251943
126,14585,8072,0.553445320534796
127,14709,8072,0.548779658712353
128,14730,8072,0.5479972844534963
129,14793,8072,0.5456634894882715
130,14802,8073,0.545399270368869
131,14811,8075,0.5452028897441091
132,14857,8076,0.5435821498283637
133,14899,8090,0.5429894623800255
134,14938,8122,0.5437140179408221
135,14947,8123,0.5434535358265873
136,14985,8131,0.5426092759426093
137,15006,8132,0.5419165667066507
138,16289,9409,0.5776290748357787
139,17582,10511,0.5978273233989307
140,18116,10579,0.5839589313314197
141,18130,10593,0.5842801985659128
142,18196,10659,0.585788085293471
143,18287,10750,0.587849291846667
144,18359,10820,0.5893567187755324
145,18501,10922,0.5903464677584995
146,18642,11061,0.5933376247183778
147,19864,12256,0.616995569875151
148,19913,12302,0.617787375081605
149,19960,12349,0.618687374749499
150,20315,12657,0.6230371646566576
151,20438,12718,0.6222722379880614
152,20513,12781,0.6230682981523912
153,20793,12920,0.62136295868802
154,20928,13033,0.6227542048929664
155,21191,13206,0.6231890897078949
